,Question,Answer
181378,"
   اللهم ازرع في ارواحنا طمأنينة لا تغادرنا ابدًا ..💙💜
#Maha
  ","

   آميييين💚💙
  
"
181379,"
   خلص بكفي اسئلة 
اعطوني رأيكم بالاسئلة !!
ودعوة لالي ^^
  ","

   حلوين
   
   ربي يسعدك ويوفقك💚💚💙
  
"
181380,"
   من أقرب الناس إليك؟
  ","

   يسمينتي❤❤
  
"
181381,"
   ما هو الشيء الذي تحب أن تضيع وقتك به؟
  ","

   التخبيص بالمطبخ وكزا 😍😎
  
"
181382,"
   ما هي أكثر ألعاب الملاهي إثارة بالنسبة لك؟
  ","

   هاد الايشي اللي بلف فينا بالسما وبشقلب😂
  
"
181383,"
   ما الذي تفعله عندما تشعر بالملل؟
  ","

   حلويات 😁
  
"
181384,"
   ما هو شهرك المفضل في السنة؟
  ","

   ديسمبر ❄☔
  
"
181385,"
   ما الشيء الذي تفكّر فيه  كثيرا في الآونة الاخيرة؟
  ","

   الجامعة😞
  
"
181386,"
   ما هي الموضة التي تتمنى ألا تراها مرة أخرى؟
  ","

   الشعر الملون للبنات😷
  
"
181387,"
   ما الهدية التي لن تنساها أبدا؟
  ","

   سنسلة ❤
  
"
181388,"
   ما هو برنامجك غداً؟
  ","

   ما في😞
  
"
181389,"
   ما هي مدينتك المفضلة؟
  ","

   حيفا😍
  
"
181390,"
   كيف تصف شخصيتك في 5 كلمات؟
  ","

   نكدية  عصبية مفلسفة و عدوانية بس فهمانة 😂
  
"
181391,"
   ما هو نوع السيارة المفضلة لديك؟
  ","

   آودي 😍 جيب الآودي طبعا❤
  
"
181392,"
   الله يهدي الاسباني
  ","

   امييين😂
  
"
181393,"
   ما الذي تعلّمته اليوم؟
  ","

   اللي راح ما بيرجع
   
   والعود اليابس مبيرجع اخضر
  
"
181394,"
   اذا كان بإمكانك أن تغير شيئاً واحداً في العالم، فما الذي ستغيره؟
  ","

   الحُكُم
  
"
181395,"
   كيف تختار الفلم الذي تشاهده؟
  ","

   حسب المزاج
  
"
181396,"
   هل فكرت يوماً بأن تصبح نباتياً؟
  ","

   لاااء
  
"
181397,"
   لكل حدا ما بيحبني☺روح ان شاء لله حسين الجسمي👉يغنيلك
  ","

   انشالله 👐😂
  
"
181398,"
   في حدا مريض ولا بس انا
  ","

   سلامات
  
"
181399,"
   "" لا تيأسوا فالأشياء الجميلة دائما تأتي متأخرة🎷 "" مثلا انا تأخرت تسع أشهر بس بالنهاية جيت 😊🙈🙈🙈 يسعد مساككم ..#جماعي 😍🐸😂🐸😂😃
  ","

   صباح الخير 🐸
  
"
181400,"
   "" اكذب ثم اكذب ثم اكذب حتى يصدقك الناس "" 
مقولة قالها أستاذ التضليل الاعلامي جوزيف جوبلز 
ما السر وراء إقناع الناس بأمور لا يقبلونها في بداية الأمر و لكن مع التكرار اصبحو مؤمنين بها بل و يدافعون عنها ؟
  ","

   تجميل الامور بعيونهم وتزيين طريق الضلال لالهم واغرائهم بامور معينة والتركيز على نقاط ضعفهم بالاقناع
  
"
181401,"
   StatuS..💙🔮
  ","

   و ان اجبروك واعطوك ورقا مسطرا تمرد واكتب بخط مائل
   
   كن حراً💚
  
"
181402,"
   صباحك بجنن 💛 مثل عيونك 🌼😌
  ","
  Morning 💙💙
  "
181403,"
   آنا توجيهي ..❤  وححآبب اسمع نصائحكم شعملتو بهلسنة 💛

- ولي معي توجيهي👌 ولي لسا ما وصل توجيهي الله يوفقوا ❤💛 


نصآيحكمم من دون فلسفةة قايز 😒😂 
Sunday ... we will start a new year with books🌚 until to decide what's to be in the future and we hope of the God a help Us in this year 😍
  ","

   انا درست بعطلة الشهر بس وشلفقت تشلفق وجبت 91.3 لا تعصر/ي حالك كتير و good luck 💚💛💜💙
  
"
181404,"
   ال snapchat احلى حديقة حيوانات بالعالم 😅
#بكفي_اذنين_كلب_خلص
  ","

   طوق الورد واقطع😂
  
"
181405,"
   أصعب سؤال تم طرحه عليك ؟🙄
  ","

   انا ايش بالنسبة الك 😞
  
"
181406,"
   تبت وبعدين هههههههه
  ","

   موتي😂
  
"
181407,"
   مساحه🙈❤️
  ","

   غورشروس هياتم❤🙈🙈
  
"
181408,"
   جاي عَ بالي أَمسِك نَملة🐜 وَأَمَكيجها💄
  ","

   ذس إز ماي بزنس 🐸
  
"
181409,"
   احدى عمايل الحياة فياا ههههه
  ","

   توبي الى الله 😂
  
"
181410,"
   إسئلووني ﺳﺆﺍﻝ ﺑﺒﻠﺶ ﺏ "" ﻟﻴﺶ ﺍﻧﺖِ "" 💙!
  ","

   ليش انتي مسمية حالك هيك🐸🐸
  
"
181411,"
   إقتبس من صفحتي ما راق لك
  ","

   اللي بالزاوية😂
  
"
181412,"
   إذا كنت ستغلق سلسلة مطاعم وجبات سريعة بسبب أكلها المقزز، فما هي السلسلة التي ستختارها؟
  ","

   كنتاكي 🍗 بتقرف والله 😷
  
"
181413,"
   مسا الورد 
صارلي فترة ما سألتكم شو رأيكم اسألكم الليلة ؟؟
  ","

   بتعمل معروف 😁
  
"
181414,"
   تابعتكك
  ","
  back
  "
181415,"
   تااابعتك 😊
  ","
  back
  "
181416,"
   تسكري معي؟
  ","

   بصحتك 🍻
  
"
181417,"
   ما الفرق بين الوحدة والعزلة ؟
  ","

   الوحدة بتكون ببعد الناس عننا
   
   والعزلة ببعدنا نحنا عن الناس
  
"
181418,"
   برافو .. انتي فاهمه الحياه صح 😗😗
  ","

   من اي ناحية ؟
  
"
181419,"
   هل انت من هواة تنفيذ المقالب بالناس ؟؟ .. اذكر احدها
  ","

   يس العشق العشق 😍
   
   بس بلاش ازكرهم 😂
  
"
181420,"
   اعتذر منكم اصدقائي على كثرة الاسئلة .. تقبلو احترامي .. دمتم بخير 😀😀
  ","

   يا هلا
   
   بس ليش بالفصحى 😭
  
"
181421,"
   ما هو الشي الاكثر استفزازا بالنسبه لك ؟
  ","

   الحكي بالفصحى ؟
  
"
181422,"
   عند وقوعك في مشكلة من هو الشخص الاول الذي تلجا اليه لمساعدتك ؟
  ","

   ما حدا 😞
  
"
181423,"
   ما هي الدولة التي تطمح في السفر اليها ؟
  ","

   الهند 😍
  
"
181424,"
   بصراحة ... ما هو اجمل شي حدث معك في حياتك ؟
  ","
  Meeting 😞😞
  "
181425,"
   لما تسهري لوقت متاخر بالليل بشو بتكوني عم بتفكري ؟
  ","

   السيطرة على العالم 👏👌
  
"
181426,"
   سعادت بتهمني❤️
  ","

   شكرا انون ؟
  
"
181427,"
   هل تطمح للقيام بشي يساهم في تغيير  الحياه البشرية الافضل ؟؟... اذا كانت اجابتك نعم ما هذا الشي ؟
  ","

   ااااه
   
   افتح كازينو😍
  
"
181428,"
   ما هي المشكلة الاكبر في حياتك ؟؟
  ","
  🐸
  "
181429,"
   ما هو هدفك من العيش في هذه الحياة ؟
  ","

   ايش مع العربية الفصحى
   
   مفش هدف عايشة على بركة الله😂
  
"
181430,"
   جمعه مباركه عليكي ❤ 
نزلت مساحات شوفيهم 🌼👌
  ","

   جمعة مباركة
  
"
181431,"
   تاريخ ميلادك؟
  ","
  1998
  "
181432,"
   اسماء بنات / ولد تحبوها ؟؟ 👧🏼👦🏼💙
  ","

   زريفة و طلال😂
  
"
181433,"
   جّـمًعٌة مًضًـتٌـ وٌ جّـمًعٌة أتٌـتٌـ آلَلَهّـمً بًلَغُنِآ هّـذِآ آلَيِوٌمً وٌأنِتٌـ رآضًـيِ عٌنِآ 🌹
جّـمًعٌة مًبًآرکْة ❤
  ","

   آين
   
   علينا وعليك 🌹
  
"
181434,"
   شطابخخين 😂😁🙈 ..!!؟
  ","

   ملوخ...🐸🐸
  
"
181435,"
   سؤال بدو تفكير، هل انت مستعد تتخلى عن حبيبك علشان ترضي اهلك بالرغم من وجود الحب بينكم ؟؟؟؟؟؟
  ","

   بس جرب بحكيلك✋😜
  
"
181436,"
   قد م السمماآآ كبييررهه ;$ !!💞⭐ و قد م في ناااسس مبسووططهه ~*😱😍 الله يسععدك ع قدهم💘👌😱 و يفررحكك و #يبدل وججعك بفررحهه *.*😲😍 و ماا تششووفف يووم #يبككيك 😢🙊 و كمماان الله يووفقكك و ينوور #درربك ""*^🌸❤🍃 ويبعتلكك هييك سندووش شورمآ مدري من وين😌👪🍃 الله يددخلك جنتته يررب🍃❤🍁
  ","

   يسعدك يسعدك يسعدك🌹🌹
  
"
181437,"
   ليش انت مش ضايفني ع الانستا anaahmadsalman
  ","

   هيك مزاج🙈
  
"
181438,"
   جمعه مباركه.💙😇
  ","

   علينا وعليك 💙
  
"
181439,"
   من وين انتي واي جامعه
  ","

   من جنين
   
   بالامريكية ✋
  
"
181440,"
   عالم مرتاحه نيالوو الحلو
  ","
  😜😜😜😜
  "
181441,"
   راح تنامي نومه الكهف 😂😂😂  والجامعه ط😔
  ","

   جامعتي بعد شهر 😂😂
  
"
181442,"
   ﻳﻮﻡ الأحد 7:00 ﺻﺒﺎﺣﺎ ﺳﺎﻧﻈﺮ ﻣﻦ ﺷﺒﺎﻙ ﻏﺮﻓﺘﻲ 😌
ﻻﺭﻯ ﻭﺟﻮﻫﺎ ﻋﺎﺑﺴﻪ ﺗﺨﺮﺝ ﻣﻦ ﺟﺤﻮﺭﻫﺎ ""😧
ﺣﺎﻣﻠﻪ ﺷﻨﻄﺘﻬﺎ ؟🎒
ﻭﻓﻲ ﻫﺬﻩ ﺍﻟﻠﺤﻈﻪ سازبط مخدتي وانام 💔✂🍃
  ","

   وانا وانا كمان😁😁
  
"
181443,"
   😍😘
  ","
  wlc 😂
  "
181444,"
   👈وحدة كاتبة 😳
وعندما أمشي بجانبه 👫 أخاف أن أدعس على خياله فيتألم 😳 
سمت بدني الله ياخدهاا 😣😣 عملتلها بلوك ست مرات 😒😶

شوفولي اخر انسر 😎😎
  ","
  😏
  "
181445,"
   تابعتج ورده
  ","
  Back 🌹
  "
181446,"
   شو بتستنى من شعب بسرق المسبحه عشان يوحد الله .... جمعه مباركة
  ","

   و لا شي
   
   جمعة مباركة ✋
  
"
181447,"
   - سُبحان الله.💜 - الحمدلله.🌸💭 - لا إله إلا الله.💓 - اللهُ أكبر.💎💦 - سُبحان الله و بحمده.🌸💜 - سُبحان الله العظيم. 💜 - استغفر الله و أتوبُ إليه.💭💜 - لا حول و لا قوة إلا بالله.🎀💜 - اللهُم صلِ وسلم على نبينا محمد.💧💜 ارسلها ومتظهرش اسمك  وهتاخد كنوز من الحسنات
  ","
  💚💚💚🌹💚💚💚
  "
181448,"
   ﻳـااا ﻣـﺘـاﺑـﻊ صفحتي دايما جاوبنـي : قـﻠﻲ اﻟـﺼﺮآﺣـه شو ااﻟﻠﻲ # ﻣـﻌـﺠـﺒــك ﻓـﻴﻬـا 😊😊
  ","

   انت انون
  
"
181449,"
   وهل هناك اجمل من صباح يبدأ بابتسامة منك 😃
جمعة مباركة
  ","

   علينا وعليك/ي💙
  
"
181450,"
   جمعة مباركة 😁💙
  ","

   علينا وعليك💚
  
"
181451,"
   جمعة مباركة ❤ 🌸 

لا تنسوا سورة الكهف 😄
  ","

   جمعة مباركة 💚💙
  
"
181452,"
   أصلح حآلي و حآلهم لحآل تحبه يآ الله 💙  الله يسعد صبآحگکم و يسععدگکم ❤ وجمعة مبآرگکة 🌸😍
  ","

   يسعدكك بيبي جمعة مبارك 💚💚
  
"
181453,"
   زميلتي الحلوه❤
الله يوفقك ويسعد قلبك
ويشرح صدرك ويبعد عنك الهم
الله يحميلك اهلك وكل حدا بتحبيه
الله يحققلك كل شي بتتمنيه وبتحلمي فيه
الله يجعل حياتك كلها فرح
الله يبعتلك سعادة ما تنتهي
الله يطمنك ويريح بالك
الله يسرلك كل أمرك
ويحللك كل مشاكلك
ويرفجلك همومك💜💜
ياا رب😊😊
جمعتك طيبه ❤❤
كطيب قلبك💙💙
  ","

   الك بالمثل زميلي الراقي😍
   
   يسعد قلبك وجمعة مباركة 💚🌹
  
"
181454,"
   من عاش لدينه فسيعيش متعباً، ولكن سيحيا كبيراً، ويموت عظيماً، جمعة مباركة

😊😊😊😊
  ","

   علينا وعليك 💚🌹
  
"
181455,"
   انا إنسان عندي استعداد أعيش بكوكب لحالي ، ولا أعيش مع ناس ما 
بتضحگ 😌😁☺️🙈

صباح المبتسمين .
  ","

   يسعد صباحك😋
  
"
181456,"
   بسكوت نوتيلا ممكن
  ","

   شوووور😋😋
  
"
181457,"
   “يا ابن آدم لو بلغت ذنوبك عنان السماء ثم إستغفرتني لغفرت لك”
أستغفر الله الذي لا إله الا هو الحي القيوم و أتوب إليه 💚 جمعةة مباركةة ^^ 🌸 م تنسو سورة الكهف ♥
  ","

   جمعة مباركة 💚
  
"
181458,"
   اللهم فِي صباح الجمعة اروي أمانينا بِماء جودك، وكرمك، وحقق لنا سنابل الأحلام المُعلقة، وإجعلها جمعة خير وعطاء تزهر بها أيامنا من جديد .. 🍃💕 ❤️جمعة مباركة❤️ 🍃😊 ✍͛a⃣l⃣i⃣
  ","

   آمين
   
   جمعة مباركة
  
"
181459,"
   وردتي❤️ جمعه مبارككه وسعييده مليااانه فرحح وحبب❤️
 انشالله تكون جمعتك حلوه متلك❤️🙈
 يسعدلي هالصباح محلاه يزم❤️  م تنسى سوره الكهف روحي انتِ❤️
  ","

   جمعة مباركة
  
"
181460,"
   جمعة مباركة 😉
  ","

   عالجميع
  
"
181461,"
   أستغغّڤر لِـيزههّر ؏ُـمرڪ ☺️🌸~
  ","

   استغفرك ربي واتوب اليك 🌹❤
  
"
181462,"
   أكتر شخصية تاريخية مُحتَقِرها ..؟!
  ","

   ما بحتقر زملائي✋
  
"
181463,"
   قالتلو :شو الشي اللي بتعملو ازا بكيت وانت جنبي :'(

قالا:شو الشي اللي رح يبكيكي وانتي جنبي :* B-)
المهم :/
انسيكو من هل كفار :/ :/ :(
انتو بتقولو قمبله ولا قنبله
�#�هههههههههههههههههههههه�
😂😂😂😂😂😂😂
  ","

   بوووووم👊
  
"
